username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Dustin Guest,732594204103217152,"Portland, OR",2023-01-14 19:43:47,@teena_thach Seattle dogs are absolute top notch and my second favorite dog behind the Chicago,0,Twitter for iPhone,
Snailbones,899499560493473792,"Portland, OR",2023-01-14 19:35:33,One week from today we’ll be back at it with some new noise at Turn! Turn! Turn!. Two weeks from today it’s Seattle… https://t.co/H9MIzF7fnC,0,Twitter for iPhone,
JC,117485887,"Vancouver, WA",2023-01-14 19:13:35,@Joe_Fann When SVP &amp; Stanford Steve were talking about this spread &amp; Seattle covering. They threw out a 9-0 SF win.… https://t.co/1kQW3ZuKBm,0,Twitter for Android,
Nate Brantley,209938496,"Vancouver, WA",2023-01-14 18:58:22,@markste29488879 @GerberKawasaki @GuyAdami Washington state in general did much better in the GFC than most states.… https://t.co/2SvwcWsEFJ,0,Twitter for iPhone,
Portland’s Stray Cat,415119397,Portland,2023-01-14 18:44:20,Apparently employees at Amazon  have been writing graffiti in the elevators up In Seattle. They are so concerned ab… https://t.co/RV5hXXRXYK,0,Twitter Web App,
NW Fencing Center,72485135,"Beaverton, OR",2023-01-14 18:31:25,Good luck to everyone competing in Seattle at the RYC this weekend! We have 9 youth fencers who made the trip plus… https://t.co/mYMxtGpV1O,0,IFTTT,
Cool Nutz,17883366,"Portland, OR",2023-01-14 18:20:51,GZA(@TheRealGZA) x @CoolNutz Pacific NW Dates JAN 24 - 27 #seattle #victoria #Vancouver Tix Available:… https://t.co/c8e0GVhKSs,0,Twitter for iPhone,
James,1478030055746023438,97229,2023-01-14 17:46:09,@seattle_tax Definitely,0,Twitter for Android,
Megan Justice EA LTC ☮️,92177111,"Portland, OR",2023-01-14 17:18:38,@seattle_tax @SPLBuzz Public libraries are so amazing. Such a good resource.,0,Twitter for Android,
Kaitlyn (Kammy) MacLennan,1539323496597114883,"Portland, OR",2023-01-14 17:10:16,@Coach_Cito Hi Coach Chris!  I wanted to make sure you have our schedule for Seattle -NW Elite FC 06 VS Eastside FC… https://t.co/Y8ruZOdifm,0,Twitter Web App,
Rational in Portland,1420648107801407494,"Portland, OR",2023-01-14 16:58:17,"@choeshow shout out in this clip!  

I talked to @choeshow about what it’s like documenting the homelessness crisis… https://t.co/1GZe4ZDBFV",2,Twitter for iPhone,
🌴 Lisa Eirene 🌈,19349069,"Portland, Oregon",2023-01-14 16:52:16,"city i dislike: DALLAS
city i think is overrated: AUSTIN (but I liked it)
city i like: CHICAGO
city i love: VEGAS
c… https://t.co/FdxJzEwvxl",0,Twitter for iPhone,
skywaker9,15985291,"Portland, OR",2023-01-14 16:47:54,Today. F Seattle. #fttb https://t.co/3c9FWTHR1I,0,Twitter for Android,
Matt Weber,404280688,"Portland, OR",2023-01-14 16:39:47,@_GamerBabeJess @49ers It will be happy Jess! Don't believe any of this BS Seattle hype. They're a trash ass team n… https://t.co/tzubwlVUnW,1,Twitter for Android,
Bocha The Grape,2951481401,"Rockwood, Oregon",2023-01-14 16:29:08,Man Seattle embraced me with open arms. Thank u 🍇,0,Twitter for iPhone,
EaglesDawgy 🦅,32659268,PDX,2023-01-14 16:03:01,@JeremyMuck @JRRadcliffe @AndrewBrandt Before season ends. Lol. You are funny. Just like seattle took care of business before week 18.,0,Twitter for iPhone,
Portland State XC/Track & Field,828486038,"Portland, OR",2023-01-14 16:00:30,"Track season is here! Time to show off the wheels!

👟: UW Indoor Preview
⏱: First PSU Event ~9:45am
📍: Seattle, Was… https://t.co/orjUaDjgdH",2,Twitter Web App,
David Gillaspie,48233601,"Portland, Oregon",2023-01-14 14:28:51,"@lizzzyacker @cari_luna Sassy Portland people? There's two of them: ""Portland used to be so . . . ,"" and, ""With som… https://t.co/MSSKnW6CO7",0,Twitter Web App,
daddy,2201828384,"Happy Valley, OR",2023-01-14 12:59:09,We in Seattle https://t.co/1wl0u0PLIl,0,Twitter for iPhone,
Rebecca Hytowitz,3170465446,"Portland, OR",2023-01-14 12:05:47,I don’t mind that my flight to seattle is completely full because I have a row to myself (so far!) on the second leg to DC.,0,Twitter for iPhone,
Robin Hoods Homie,17694208,"Vancouver, Washington",2023-01-14 11:27:16,"@HennySpiff @JoshEberley With respect to the state of Kentucky, Need more western teams to balance the league.

Eit… https://t.co/PwrXJ4Dxpo",0,Twitter for iPhone,
1/1,3576318072,"Portland, OR",2023-01-14 10:05:56,Seattle dangerous,0,Twitter for iPhone,
OregonTeaParty,24139632,"Portland, OR.",2023-01-14 08:54:35,"""The man in custody for Seattle’s first homicide of 2023 has previously been bailed out of jail by a nonprofit with… https://t.co/qNd2kmLKly",0,Twitter Web App,
fleece fiend,951281967328215040,Seattle/Portland,2023-01-14 07:33:30,"@KenGrantNFL @nickwillisjr Seattle or Detroit are such perfect fits imo. Food bridge qb, solid offensive weapons, h… https://t.co/n7T5beGQsE",0,Twitter for Android,
Jeremy Scott,3260094606,"Portland, Oregon",2023-01-14 06:37:54,The @Amtrak Cascades line returns to full service this March for the first time since the pandemic. Daily trips fro… https://t.co/RO0D4aVoVR,0,TweetDeck,
👻Frank Rodriguez 👻,44407599,PDX,2023-01-14 06:19:47,"Good night #Faithful. Tomorrow we whoop Seattle's ass! Whoop their ass for the 2013 team, whoop their ass for Bowma… https://t.co/AczcvTRvyu",0,Twitter for iPhone,
bee ⚢,1051591352415223811,"Portland, OR",2023-01-14 05:06:32,i think i have like 3 close oomfs that live in seattle. hm.,0,Twitter for iPhone,
Jamie Faue,544618629,"Portland, OR",2023-01-14 04:47:11,@green_eggsndsam @SeattleKraken I've been voting for him. He's really turned it back around this year in Seattle. P… https://t.co/V0uSfa4vkN,0,Twitter Web App,
Taro Fukuyama,37704972,"Portland, OR",2023-01-14 04:42:17,@Seattle_Condos @Superhuman The best.,0,Twitter for iPhone,
Aidan Mallory,912543120209854464,"Vancouver, WA",2023-01-14 04:05:46,@SeahawkNerd Perfect 😈🙌🏽 just what the squad from Seattle is used too,0,Twitter for iPhone,
jeorgia peach,1366899966245883907,"Portland, OR",2023-01-14 03:52:46,@2leafz Seriously!! I saw a TikTok of Seattle moments that altered her brain chemistry and it was literally normal… https://t.co/jXJ3t6QkeO,0,Twitter for iPhone,
The Columbian,15079397,"Vancouver, Washington",2023-01-14 03:39:03,"SEATTLE — Eastbound Highway 520 will close for 32 hours this weekend across Lake Washington, while contractors pour… https://t.co/yHqBq7OU72",0,SocialNewsDesk,
Chad Balcom,949080302,"Portland, Oregon",2023-01-14 03:31:47,"Portland began the day 1 point back of Seattle, the gap is now 3 points #bestinthewest https://t.co/4wz1NQ9g3g",0,Twitter for iPhone,
ksmith,4027201514,"Lake Oswego, OR",2023-01-14 03:23:36,@RonFilipkowski I was just in Seattle.  I can tell you it is still standing and vibrant.,0,Twitter for iPad,
Golden Oil USA,1474055148704079877,"Vancouver, WA",2023-01-14 03:15:53,"Shop NOW: https://t.co/XF2A7ETFep

#NewYork #LosAngeles #Chicago #Houston #Philadelphia #Phoenix #SanAntonio… https://t.co/rG5REiCg0U",0,Twitter Web App,
skywaker9,15985291,"Portland, OR",2023-01-14 03:10:07,@newdougman @justinjoboyle @piemadd @AmtrakConnects We get talgos from Portland to Seattle and vice versa.,0,Twitter for Android,
Golden Oil USA,1474055148704079877,"Vancouver, WA",2023-01-14 03:06:16,"Shop NOW: https://t.co/XF2A7ETFep

#SanFrancisco #Seattle #Denver #Nashville #OklahomaCity #ElPaso #Boston… https://t.co/e7ynw6mo32",0,Twitter Web App,
William Alexander,372911354,"Portland, OR",2023-01-14 02:57:42,"You went to Seattle and didn’t hit me up??? Fakeeeeee.

Hope she was worth it 😤

(If she’s reading this, jk jk. He… https://t.co/Cz1WF5w9AS",0,Twitter for iPhone,
Dustin Hoglan,142884382,"Beaverton, OR",2023-01-14 02:55:10,@Mitch_Seattle You are a five star in my book,0,Twitter for iPhone,
Matt Mcilvain,1204092760686350336,"Milwaukie, OR",2023-01-14 02:46:06,@Ninerfan4Martin @dinucci8675309 I think it may be close score wise but just like the last game never really close… https://t.co/P3YRijl5nz,0,Twitter for iPhone,
skywaker9,15985291,"Portland, OR",2023-01-14 02:37:20,"@justinjoboyle @newdougman @piemadd @AmtrakConnects The Portland to Seattle drive sucks so much. 

Mostly because o… https://t.co/4ZVvUogBjv",0,Twitter for Android,
skywaker9,15985291,"Portland, OR",2023-01-14 02:31:21,@justinjoboyle @newdougman @piemadd @AmtrakConnects Yeah the frequency is bad. I should be able to take it up to a… https://t.co/mcuXMAbpw2,0,Twitter for Android,
sacha!,737456285365346304,"Portland, OR",2023-01-14 02:11:03,first ride on @SoundTransit Line 1! the S700s are BEAUTIFUL and the station architecture is grand! more photos and… https://t.co/cs5vRf7gUV,1,Twitter for iPhone,
Frank Lucas,1305612174304227328,"Portland, OR",2023-01-14 01:54:58,"He came from a Winning Organization in Seattle. Come on man, you guys can’t be this dense. https://t.co/cR3SXeJZKv",0,Twitter for iPhone,
Alireza Ganjdanesh,1226609164467617792,"Portland, OR",2023-01-14 01:42:30,"@awilkinson If you wanna have pizza, I definitely recommend ROCCO'S downtown Seattle. We heard about it from our fr… https://t.co/dd1kksDXDf",0,Twitter Web App,
Wyatt C. Fay,262377923,"Upper Left, USA",2023-01-14 01:17:51,"City I dislike: Phoenix
City I think is overrated: Seattle
City I like: Palm Springs
City I love: San Diego
City I… https://t.co/XiAd5VYM96",0,Twitter for iPhone,
TOPTOPTOPclass,159346317,PDX,2023-01-14 01:02:26,"@g1ngamingayo Ahhh, that's so awesome! They were amazing in Seattle!  If I end up going, do you want to meet-up bef… https://t.co/4SxphaIvq7",0,Twitter Web App,
Joe Truss,964764286634479616,"Portland, OR",2023-01-14 01:01:30,"Launched a 2 year long BIPOC affinity community for Oregon  educators. Tamales, art, community, meditation, book fr… https://t.co/gG2bkaMsQE",0,Twitter for iPhone,
G,497515487,"Portland, OR",2023-01-14 00:43:01,From the Seattle marathon https://t.co/NVYC28JFLR,0,Twitter for iPhone,
jkutasz,15977804,"Portland, Oregon USA",2023-01-14 00:00:00,@johnroderick I'm way behind in my Omnibus listening. Currently on the MIT model railroad episode. Have you been to… https://t.co/QvKDx4qkRg,0,Twitter for Android,
The Skanner,31260535,"Portland, OR",2023-01-13 23:24:36,Portland and Seattle will commemorate Dr. Martin Luther King Jr. this weekend with several events. The nation celeb… https://t.co/J5prRtYqVT,0,Twitter Web App,
Portland Mercury 🗞,5752542,"Portland, Oregon",2023-01-13 23:01:44,"The Mercury's sister paper @TheStranger has spoken to two more women, both in the Seattle area, who accuse YouTuber… https://t.co/O6wMsmv2P6",3,Twitter Web App,
Jason Sauls,803248776,"Portland, OR",2023-01-13 22:31:38,@CmonMan187 @NHL @SeattleKraken Agreed. And I say this an Avalanche fan who liked him during his time in Colorado a… https://t.co/ZduQ0HsFjM,0,Twitter Web App,
Spiffty Five,88865917,"Portland, OR",2023-01-13 22:30:42,Damn it almost gave myself a heart attack because I put my wallet into the wrong pocket after paying for parking in… https://t.co/4y8QI8SwbF,0,Twitter for Android,
Silver Talon,2667683293,"Portland, OR",2023-01-13 21:42:33,"Saturday, March 18th! Coming back to Seattle to play with DARK MEDITATION, STAINLESS &amp; ROPE at Jules Maes Saloon! T… https://t.co/EshHhk4r2W",0,Twitter for iPhone,
MyTransitPortland,1599628539606827008,"Portland, Oregon",2023-01-13 21:39:52,"Amtrak to add trips between Portland and Seattle, second trip to Vancouver, B.C. https://t.co/a8VnZ5o5xZ #Portland… https://t.co/hG6wnhTYjO",0,IFTTT,
The Columbian,15079397,"Vancouver, Washington",2023-01-13 21:32:02,SEATTLE — University of Washington librarians and staff are calling for a second strike on Jan. 25 if a contract ag… https://t.co/9avsGIVINT,0,SocialNewsDesk,
KOIN News,18228178,"Portland, Oregon",2023-01-13 21:31:00,"Amtrak plans add additional trips between Portland, Seattle, and Vancouver, BC in the coming months.

https://t.co/DcROGdX8KU",5,TweetDeck,
Gary Powell,21536720,"Portland, OR",2023-01-13 21:20:48,@Bwagz Wish you were still here in Seattle.,0,Twitter Web App,
Zef Wagner,180871854,"Portland, OR",2023-01-13 21:13:02,"@VideoArchives Oh, forgot the story. I believe I was working at Half Price Books in Seattle at the time, and someon… https://t.co/EgVoYoBXHf",0,Twitter Web App,
Tim Chisham,37985926,"Portland, OR",2023-01-13 21:09:53,@SuperMcfagbag @kassjaw @I_and_I Going up to seattle to see Botch,0,Twitter for iPhone,
Tony J,2282365411,PDX,2023-01-13 20:38:34,@sexysportslover There is more tape on him now. Be interesting to see what Seattle does with it,0,Twitter for Android,
KATU News,17994536,"Portland, Oregon",2023-01-13 20:00:00,"REST IN PEACE | Former Seattle Mariners outfielder and coach Lee Tinsley died on Thursday, the club announced on Tw… https://t.co/Y6pbLe0UET",3,TweetDeck,
Jason Notte,31222715,"Portland, OR",2023-01-13 19:52:41,Was staying in Seattle the best thing for Felix Hernandez? https://t.co/Eu8syG9gAo,0,Twitter Web App,
𝔼𝕣𝕚𝕜,1573493607763693568,"Milwaukie, OR",2023-01-13 19:25:15,"@DeathMetalV @NickAdamsinUSA His favorite burger joint is in Seattle, probably...

https://t.co/VtPP7Q3Wo5",0,Twitter for Android,
Eric Dryer,2743442851,"Vancouver, WA",2023-01-13 19:09:32,@rams_szn As much as I hate Seattle I hope they beat them!,0,Twitter for iPhone,
AJ Waters (the J stands for Jorts),2977614937,PDX,2023-01-13 19:01:01,@kiminoa_seattle No it cannot. But laws like this do not ban pre-existing stoves. They phase them out bu not allowi… https://t.co/AhczRRXYBS,0,Twitter for iPhone,
Owen,728367528603320321,"Portland, OR",2023-01-13 18:20:18,@BrettKollmann why would seattle draft cb2 at 5 ????,0,Twitter for iPhone,
Robbins and Company,110627444,"Seattle, WA and Portland, OR",2023-01-13 18:00:52,"Here's 5 symptoms and reasons for foundation cracks:

1️⃣ Poor property drainage
2️⃣ Changing seasons
3️⃣ Clay soil… https://t.co/3JTBBucLfp",0,Sendible,
GNAC Sports,168787364,"Portland, Oregon",2023-01-13 17:42:08,"#GNACWSOC | @SMUSaints pulls from within the conference for its next head women's soccer coach, hiring former Seatt… https://t.co/LXKMA1ApM4",1,TweetDeck,
Oregon Sports News,291393376,"Portland, OR",2023-01-13 15:48:00,Will round 3 be the charm for the @Seahawks against the 49ers this Wild Card Weekend? @OregonDude82 gives us his pr… https://t.co/6dWDmInmI7,0,TweetDeck,
That Bitch Perla,847230663568670720,"Portland, OR",2023-01-13 15:26:23,"Todays gonna be an interesting one. Went to bed at 1am cause MW2, and both my phone and my car are about to die LOL… https://t.co/XgZYkFK0SY",0,Twitter for iPhone,
Animus1981,2798930232,"Portland, OR",2023-01-13 14:55:13,@_TheChuck_ @M1CHAELCAMINO I'll be in 247 at whatever Seattle's Park is called. First ever Buccos away game I've be… https://t.co/yYTIIoxtAu,0,Twitter for Android,
Animus1981,2798930232,"Portland, OR",2023-01-13 14:41:38,Can't wait to see my man don a Buccos uni when I go to Seattle in late May,0,Twitter for Android,
Amanda Sledz,304259002,Portland,2023-01-13 12:23:40,"Around 1999 there was graffiti in Seattle that read, “I don’t know what a WTO is, but I fucking hate rich people.”… https://t.co/VX16Xb8VEq",0,Twitter for iPad,
Nova Newcomer,3663831,"Portland, Or",2023-01-13 07:38:14,@mikelund65 @psuviksMBB @hunterwoods1905 Got back too late from Seattle to get to the game… :( incredible finish.,0,Twitter for iPhone,
Brice Larson,1177461275518877696,Happy Valley ,2023-01-13 07:26:44,"Anyway, 

There is a matchup that features two teams undefeated in conference play at the UCCU Center in Orem Sat.… https://t.co/hwWetvGrcU",3,Twitter for iPhone,
@anxietybear@mas.to,14263880,"Portland, OR",2023-01-13 06:55:52,"City I dislike: Philly, Houston, Miami
City I think is overrated: SF
City I like: DC, Chicago, Dallas
City I love:… https://t.co/GLCCVa1y4Q",0,Twitter Web App,
Valerie B,1522373497363730432,Portland,2023-01-13 06:41:26,@coollikesal6 u tryin for UW Seattle too?,0,Twitter Web App,
Sciencefictiontologist,853678340947030018,"Portland, OR",2023-01-13 05:46:45,"@mycheesemonster Thank you so much! I am looking forward to meeting you irl if it works out and if not, no worries… https://t.co/AojdqCtiOX",0,Twitter for iPhone,
Union_Sicko 🐴🌹🍞,60351944,"Portland, OR",2023-01-13 05:33:19,"City I dislike: Houston
City I think is overrated: Denver
City I like: Montreal
City I love: New York
City I feel m… https://t.co/78niuI9wQ0",0,Twitter for iPhone,
Stephen Duncan Jr,16818546,"Portland, OR, USA",2023-01-13 05:27:30,"@mrssoup @film_girl Ok, I finally pulled the trigger on a ticket from StubHub (and will endeavor to never learn if… https://t.co/nXsFMsk8cG",0,Twitter for iPhone,
Sciencefictiontologist,853678340947030018,"Portland, OR",2023-01-13 04:34:34,@mycheesemonster Also we are playing in Seattle February 17th 🥺,0,Twitter for iPhone,
The Columbian,15079397,"Vancouver, Washington",2023-01-13 04:16:02,"SEATTLE — Washington Federal Inc. on Thursday reported net income of $79.5 million in its fiscal first quarter.
Rea… https://t.co/0jaPcS47av",0,SocialNewsDesk,
Steven Weldon,24010419,Portland,2023-01-13 04:11:32,@JaysToucannon Seattle Dodrio,0,Twitter for iPhone,
Jari the Hutt,1226596866835398656,"Portland, OR.",2023-01-13 03:36:37,The Seattle Kraken beat the Bruins…in Boston?!,0,Twitter for iPhone,
Barrett Goudeau,97968122,"Portland, OR",2023-01-13 03:12:13,"@AdamWClayton @toddamurphy I feel like we all forgot the wild sequence of SLS in Portland during the election, and… https://t.co/oikXk0KL6j",0,Twitter for iPhone,
Ray Hrovat,215151296,"Tigard, OR",2023-01-13 03:08:44,"@RasJosh10 Yeah, they have a homeless problem and there are dirty parts, but most big cities do right now. When hav… https://t.co/40UyRRiILz",0,Twitter for iPad,
Mexx,1065023552426926080,"Portland, OR",2023-01-13 03:05:25,"@jamieTXF @Hyper_________ @INTELOpTic I’ve been hearing about these financial struggles people keep talking about,… https://t.co/58x39BnifE",0,Twitter for iPhone,
all your process belong to me,16789933,"Portland, OR",2023-01-13 02:57:27,@adamewood I’ve not seen that. Most expensive one I’ve seen was in Seattle at like $34,0,Twitter for iPhone,
Mexx,1065023552426926080,"Portland, OR",2023-01-13 02:52:54,"@Hyper_________ @INTELOpTic As a long time Optic fan, they’ve never had to develop talent. They’ve had a good rep w… https://t.co/hvXAoNBuCf",0,Twitter for iPhone,
Beau Baxter Rosser (he/him) 🍓,15524283,"Portland, OR",2023-01-13 02:46:18,"@WillQuintanaNW Also, Dallas, Seattle, here in Portland, and last night’s LA crowds have been excellent.",0,Twitter for iPad,
"Zach, Spike’s friend",503439021,"Portland, OR",2023-01-13 02:34:41,@Yatchak5000 @nwpassage1 @SeaweedBand I was so excited to see them on this tour. I was in college and hadn’t seen t… https://t.co/y2LITStZTg,0,Twitter for iPhone,
James Taylor,3730447096,"Seattle, Wash. ",2023-01-13 02:28:30,THE SEATTLE KRAKEN ARE THE FIRST TEAM TO BEAT THE BRUINS IN REGULATION IN BOSTON THIS YEAR AHHHH,0,Twitter for iPhone,
hunter,1973286140,Portland,2023-01-13 02:09:35,"@Satqiel Oh shit, you in Seattle rn?",0,Twitter Web App,
Mike Donovan,48065320,"Beaverton, OR",2023-01-13 01:43:46,Tough beat for Seattle's NHL team https://t.co/aEp2dju42W,0,Twitter for Android,
Alaska Airlines Fleet Updates,937845241326927873,"Portland, OR",2023-01-13 01:30:22,The final Dash 8 flight for Horizon is Flight 2400 on 1/26 from Spokane to Seattle. That flight is apparently sold… https://t.co/pJloFdvzGY,1,Twitter for Android,
D...FIGHTFORRIGHTS,1374458531034718218,"Portland, OR",2023-01-13 01:22:39,@espn Why doesn’t Seattle ever get anything like this?!!,0,Twitter for iPhone,
WadeGarrett1527,1598906353871097856,"Beaverton, OR",2023-01-13 01:14:11,@BarstoolBigCat Seattle isn’t doing that,0,Twitter for iPhone,
Dylan Boyd,7739582,"Portland, Oregon",2023-01-13 01:10:06,@awilkinson If you love modern Indian this is the spot in Seattle. I think I eat there every trip. Flavors are insa… https://t.co/8U0fqpAK7T,0,Twitter for iPhone,
mustard man,1415044031491416065,"Portland, OR",2023-01-13 00:50:48,@SusanGriffin530 @AndraszTim @Wtfportland1 Have you seen the homeless problems in LA? San Francisco? Seattle? Just… https://t.co/O4PdF97kzx,0,Twitter for iPhone,
CaptStickfigure 🏳️‍🌈🎮,720291420070813697,"Portland, OR",2023-01-12 22:53:53,"@RhlPixels I went to a very well known, high-end coffee shop in Seattle and tried to order a macchiato like you wou… https://t.co/P96v344wB1",0,Twitter for iPhone,
Long Cu,1894448538,"Portland, OR ",2023-01-12 22:22:00,@Buddabaker3 Come to seattle bro,0,Twitter for iPhone,
Aaron hockey,1496195758860627968,"Portland, OR",2023-01-12 22:21:50,@nflrums Seattle,0,Twitter for iPhone,
Tove Danovich,36558448,"Portland, OR",2023-01-12 21:33:46,I love that people still tell me they went to Ivar’s on trips to Seattle because of this @Eater article I wrote in… https://t.co/jK7MWU0iYa,0,Twitter Web App,
Antthany,765709858586800128,Portland,2023-01-12 21:30:32,"Ok, but why does Seattle have so many fucking 3rd avenue’s",0,Twitter for iPhone,
The Columbian,15079397,"Vancouver, Washington",2023-01-12 20:54:02,"SEATTLE — Very few good things came out of the pandemic, but here’s one: Traffic congestion is way down, at least i… https://t.co/O2EqpABWUC",0,SocialNewsDesk,
PDX Conservative,997568432680783872,"Portland, OR",2023-01-12 20:48:19,"@DlorenDarnell According to my accounting friends, Portland, Oregon now has the highest level of taxes of any major… https://t.co/c8w0dNblCa",4,Twitter Web App,
A. Salt,17561838,"Portland, Oregon, USA",2023-01-12 20:42:35,@MetaMystic_ have you looked at the @Seattle_Angel 's they have a program that teaches investing in an applied way… https://t.co/7ZRXuaTgVI,0,Twitter Web App,
Tom Robertson,1275888594444365824,Portland OR,2023-01-12 20:11:33,@tlcm17 @wweek thanks for the info    bet the mortgage this team winds up in Seattle,0,Twitter Web App,
Oregon Sports News,291393376,"Portland, OR",2023-01-12 19:55:00,Ben McCarty wonders if the @Mariners have done enough this offseason to improve. What do you think? #mariners… https://t.co/Gy3ydMnJjg,0,TweetDeck,
🌻 ModBodGod,829424733212991489,"Portland, OR",2023-01-12 19:08:08,"@JakeParkerLIVE Jealous! Avg for 1br apartment is $1500 in Portland, OR. and $1950 in Seattle, WA.",0,Twitter Web App,
Cary L. Tyler 🇺🇦,483185798,"Vancouver, WA",2023-01-12 19:04:17,@nomorefreeways @OregonDOT High speed rail between Eugene and Seattle would be a nice start…with high speed express… https://t.co/QrZpXMKH5A,0,Twitter for iPhone,
xIAMHOLLYWOODx,47748336,"Vancouver, WA",2023-01-12 18:47:19,@TheBarrylad Storm was looking arguably more tan last week in Seattle,0,Twitter for iPhone,
HoopDreamsBball🏀🧠,42772527,"Portland, Oregon",2023-01-12 18:45:56,🗞️Read full article on @seattleumbb PG &amp; @SkyviewHoops graduate @_AlexSchumacher by the talented writer… https://t.co/Tfdk6wBBpz,2,Twitter for iPhone,
HoopDreamsBball🏀🧠,42772527,"Portland, Oregon",2023-01-12 18:45:50,"“Talk about perfect timing.

The Seattle University men’s basketball team was in need of a point guard…”… https://t.co/kVBdT8IGBj",1,Twitter for iPhone,
Freeze Peach,1364620734069231616,pdx,2023-01-12 18:33:06,@wweek They were always going to move to Seattle.,0,Twitter Web App,
Pacific NW Computers,52182429,"Vancouver, WA",2023-01-12 18:13:49,"Whow @Twitter @elonmusk
https://t.co/kdWFpkqj6T",0,Twitter for Android,
Erika Bolstad,23634358,"Portland, OR",2023-01-12 18:10:39,"One week away! I'll be in conversation with @madelinevo at @ThirdPlaceBooks Ravenna in Seattle. 7 p.m., see ya ther… https://t.co/fUEoWVvkD0",1,Twitter Web App,
Salsaknuckles,4746642493,"Vancouver, WA",2023-01-12 18:08:20,@SamiOnTap Go Seahawks!!! No way niners beating the Seattle 3 x in one season.   Unleash the Running game!!!,0,Twitter for iPhone,
Tim Smith,16125527,"Portland, OR",2023-01-12 18:05:50,@JSS779 SeaPort which was the coolest way to quickly get between Seattle and Portland https://t.co/BEF12bTKBa,0,Twitter Web App,
Katherine D. Morgan 🎃,1011521674968068096,"Portland, OR",2023-01-12 17:40:43,"Now I gotta seriously look into going to AWP Seattle, mainly so I can complain about hotel prices ahead of time.",0,Twitter for iPhone,
skywaker9,15985291,"Portland, OR",2023-01-12 17:35:41,"Lol @nickrcody ""Worst Seattle Kraken development: Buoy
Just as ""Avatar: The Way of Water"" has sparked the imaginati… https://t.co/MW4BJUdN7S",0,Twitter for Android,
Toyota of Portland,96256865,"Portland, Oregon",2023-01-12 17:02:08,"Off-road ready 😎

📷 Credits: @adventureoverlandtaco &amp; @xtreme_limits_overland

💥 Tag @toyotaofportland on Instagram… https://t.co/WNtxKiJ4Of",0,Hootsuite Inc.,
EddieReedArt,1569797414097408000,"Portland, OR",2023-01-12 17:00:10,"Reopening January 16, 2023 at
African American Museum, Seattle, WA
Until the end of April.

Discover More:… https://t.co/deLlKsP05O",0,HelloWoofy.com,
NOAAFish_WCRO,300531865,Portland,2023-01-12 16:55:07,"We are hiring! Come work with us as a Marine Resource Management Specialist located in Seattle, Portland, or Lacey!… https://t.co/OtIkWtUIj5",8,Twitter Web App,
Emily Wentworth,1175147097319825410,"Portland, OR",2023-01-12 16:44:38,Gameday!! Good luck to the guys up in Seattle tonight. 🐺😤,1,Twitter for iPhone,
KGW News,14185814,"Portland, Oregon",2023-01-12 16:44:02,"Record whale sightings reported near Seattle in 2022, new data reveals https://t.co/JaUJMaw1hN",3,SocialNewsDesk,
Hassan Hashi,1212497585887268864,"Portland, OR",2023-01-12 16:13:50,@derekcarrqb Come to Seattle please!,0,Twitter for iPhone,
Sun Atoms,1358174348603891712,"Portland, OR",2023-01-12 16:04:29,"Seattle's Tremelo Fest - we did a medley of The Jesus and Mary Chain's ""Reverence"" &amp; L. Cohen's ""Tower of Song""… https://t.co/i9DH62aQBA",0,Twitter for iPhone,
Can’t Get Right,1475899974063833089,"Portland, OR",2023-01-12 14:55:52,"@DanCox460 @LeoLuna93 I agree, I bought keeping Pete over Russ would set Seattle back 3-4 years…sadly I and many others were mistaken lol",0,Twitter for iPhone,
Can’t Get Right,1475899974063833089,"Portland, OR",2023-01-12 14:39:40,"@DanCox460 @LeoLuna93 Russ made all his plays on improvisation not coaching, it’s amazing with the line he had asse… https://t.co/S8WOqsIJ7S",0,Twitter for iPhone,
Aaron hockey,1496195758860627968,"Portland, OR",2023-01-12 14:05:30,@jonmorosi @MLBNetwork @MLB Nope he’s going to Seattle,0,Twitter for iPhone,
Aaron hockey,1496195758860627968,"Portland, OR",2023-01-12 14:03:52,@NorbCam No Seattle is winning this game,0,Twitter for iPhone,
Anarchist Type Beat,2549478331,"Portland, Or",2023-01-12 10:31:44,@coastlines I'm only 4 hours from Seattle by train.,0,Twitter Web App,
BrandonLee Cierley,422964146,"Portland, OR",2023-01-12 07:47:51,"Y’all I’m workin out here / 3 upcoming projects with 3 dope producers spanning from Seattle, PDX &amp; Utah. We startin… https://t.co/BIVu5Ql844",0,Twitter for iPhone,
𓅓 Salmon Lover Boy 𓅓,1289459662622822402,"Portland, OR",2023-01-12 07:44:24,What an absolutely wild project!👀 #seattle #muck https://t.co/a1WUhZFPTO,0,Twitter for iPhone,
Travis the Classic Court Tiles Guy,1324797042191822848,"Portland, OR",2023-01-12 06:41:19,Seattle friends 👀 #supersonics https://t.co/WtayFqHbpT,0,Twitter for iPhone,
KATU News,17994536,"Portland, Oregon",2023-01-12 06:30:00,"A city-wide operation led to the arrests of five people and the recovery of multiple stolen vehicles, drugs, and gu… https://t.co/ezX7lXj7lE",0,TweetDeck,
Michael Andersen,16211504,"Portland, OR",2023-01-12 04:06:09,"@mnolangray I’d say the standard, and more effective, way to roll back liberalization is bit by bit. That’s happene… https://t.co/kMXIC0jX7N",0,Twitter Web App,
